"ProjectID","ProjectName","PSName","IndustryTypeCode","TradeCode","AcceptTime","ApproveNum","ConstructionSites","ProjectDesc","HasHPfile","HasPFile","ReportUploadCount","PUploadCount","AssessmentCount","AssessmentOpinionCount","AccessoryCount","ChainClass"
"80e8be76-7ee1-4091-8dac-ae0c733e39b8","鹏彩科技（佛山市）有限公司新建项目","鹏彩科技（佛山市）有限公司","26--053","C2929","2025-10-20 15:37:22","良20250043","广东省佛山市顺德区大良街道五沙社区新汇路7号国腾智能制造中心8栋403之三、404室","","1","1","1","2","1","1","15","A_数据库候选完整链"
"7f5b7d19-f615-496c-97b2-d7090f575749","佛山市彩川合成材料有限公司新建项目","佛山市彩川合成材料有限公司","26--053","C2929","2025-09-02 17:30:26","良20250038","佛山市顺德区大良街道五沙社区新凯路9号集美智造园5栋903、904","","1","1","1","2","1","1","15","A_数据库候选完整链"
"dcf751bd-78ae-41b8-b1da-fe705badca4f","佛山诗佳格科技有限公司新建项目","佛山诗佳格科技有限公司","26--053","C2929","2024-12-06 15:33:27","良20240054","广东省佛山市顺德区大良街道五沙社区新汇路7号国腾智能制造中心2栋401、402室","","1","1","1","3","1","1","15","A_数据库候选完整链"
"5addda88-ade7-4cc8-8bd9-027512a83ab3","华硕（广东）新材料股份有限公司新建项目","华硕（广东）新材料股份有限公司","26--053","C2921","2024-07-29 10:54:50","20240280","广东省佛山市顺德区大良街道五沙社区新凯路7号科盈国际工业园一期厂房五栋之一101、201单元","","1","1","1","2","1","1","15","A_数据库候选完整链"
"03204856-711f-49e7-8940-b0a452ce83dc","佛山市晧翔新材料科技有限公司新建项目","佛山市晧翔新材料科技有限公司","26--053","C2929","2024-05-11 10:25:12","20240126","广东省佛山市顺德区勒流街道西华村众西路西华段1号东域金园10栋101之一","","1","1","1","2","1","1","15","A_数据库候选完整链"
"bceaaf36-2de2-454f-8682-5b1c89c920c5","佛山市米心塑业有限公司新建项目","佛山市米心塑业有限公司","26--053","C2926","2024-01-26 17:14:52","20240120","广东省佛山市顺德区北滘镇顺江社区环镇东路19号启德慧业园6栋5楼、6楼","","1","1","1","2","1","1","15","A_数据库候选完整链"
"18765340-9a82-4be0-bc14-ebcf87799f4d","佛山汇诚科技有限公司新建项目","佛山汇诚科技有限公司","26--053","C2929","2024-01-23 11:05:17","20240048","广东省佛山市顺德区北滘镇顺江社区三乐东路28号华智科创中心25栋102、201、202","","1","1","1","2","1","1","15","A_数据库候选完整链"
"7528113f-322a-4dd3-95c2-065bcadc8037","佛山市顺德区杏坛镇迪亮真空塑料五金工艺厂新建项目","佛山市顺德区杏坛镇迪亮真空塑料五金工艺厂","26--053","C2929","2023-10-26 11:36:01","20230141","广东省佛山市顺德区杏坛镇杏龙路杏坛社区段1号道腾工业园一区4栋5楼D","","1","1","1","2","1","1","15","A_数据库候选完整链"
"cba21148-9edf-45e7-96a7-d224aa8117da","佛山市唯信塑胶制品有限公司新建项目","佛山市唯信塑胶制品有限公司","26--053","C2929","2023-09-26 17:06:03","20230153","广东省佛山市顺德区大良街道五沙社区新汇路7号国腾智能制造中心3栋810室","","1","1","1","3","1","1","15","A_数据库候选完整链"
"53095d87-58c4-448a-bc1a-2867b44692a6","佛山市中恒塑料制品有限公司新建项目","佛山市中恒塑料制品有限公司","26--053","C2921","2023-07-31 10:49:16","20230110","广东省佛山市顺德区陈村镇永兴社区广隆工业园环镇西路8号之二第二车间","","1","1","1","2","1","1","15","A_数据库候选完整链"
"aafd2bec-5558-4ad4-b282-0afbbb7ff636","广东诗奇制造有限公司注塑车间新建项目","广东诗奇制造有限公司","26--053","C2929","2022-08-25 10:23:27","伦20220020","佛山市顺德区伦教熹涌村委会伦教工业大道28号之十八","","1","1","1","1","1","1","15","A_数据库候选完整链"
"a72fc0dd-e6f7-4208-bacf-7bf30238bdf3","佛山市东溢胶粘制品科技有限公司年产保护膜1352t新建项目","佛山市东溢胶粘制品科技有限公司","26--053","C2921","2022-04-02 16:46:49","杏20220036","广东省佛山市顺德区杏坛镇东村工业区东村大道北5号之十八","","1","1","1","2","1","1","15","A_数据库候选完整链"
"26ebcdfa-5245-487d-aa4f-6d33c768c428","佛山市庆裕电子有限公司年产塑料配件600万件、硅胶配件150万件新建项目","佛山市庆裕电子有限公司","26--053","C2929","2021-10-18 14:49:52","良20210066","广东省佛山市顺德区大良街道古鉴村顺翔路40号首层之二十八","","1","1","1","3","1","1","15","A_数据库候选完整链"
"0237686e-72aa-4b33-88e9-32b9ad2e6b37","广东明保技术有限公司新建项目","广东明保技术有限公司","26--053","C2921","2021-07-22 11:35:44","杏20210130","广东省佛山市顺德区杏坛镇逢简大道6号之一","","1","1","1","2","1","1","15","A_数据库候选完整链"
"b2c03a9e-9858-494f-9293-c9f610bf6ae7","佛山市顺德区盛力注塑有限公司新建项目","佛山市顺德区盛力注塑有限公司","26--053","C2929","2021-06-17 10:58:40","20210092","广东省佛山市顺德区杏坛镇德进路5号1座首层之二","","1","1","1","2","1","1","15","A_数据库候选完整链"
"af1e9e0f-cb2d-4fd5-ac1b-2c4942e6c9af","佛山市顺德区朗晨电器制造有限公司新建项目","佛山市顺德区朗晨电器制造有限公司","26--053","C2929","2021-05-09 23:16:17","均20210035","均安镇畅兴工业园二期A01-2号地块","","1","1","1","2","1","1","15","A_数据库候选完整链"
