chunk_id,source_id,chunk_type,content_length,content_sha256
GB_34330-2017_P001,GB_34330-2017,parent,108,79587b6ce4fc3163801bbda520f0333a986252e880df022d657bc602b2e40bc3
GB_34330-2017_P002,GB_34330-2017,parent,182,9f6dff6136de422c5b64447e1c57fdb8f3a80bc0cd435c4bf3d6f8b314020e69
GB_34330-2017_P003,GB_34330-2017,parent,1373,1c32379ac915d7c663c47e1255ea6f9c5b9f29082f16748e9ea5ad1bd71a3756
GB_34330-2017_P004,GB_34330-2017,parent,198,c91f964147f9f99765ca3d3ba6eb87c5d316948fc91777313e955c6a21fdd949
GB_34330-2017_P005,GB_34330-2017,parent,825,d9cbb42a8a3def89f7ea98521358c90606a928d8465dbcf3d2b6ee3997a3c581
GB_34330-2017_P006,GB_34330-2017,parent,1040,8f5c0b4d03c5ad20d770a2da9ec422fd7ec1eb6fef391f17113c447c4ef9c290
GB_34330-2017_P007,GB_34330-2017,parent,837,eb5380b0c65557167e09c0a8e5b9836df2761639a6e02dbe7442cddf6bd12c9d
GB_34330-2017_P008,GB_34330-2017,parent,953,81a684adbd77495f957d6f4771b63f36142586a85674661d20e53bf307c7df23
GB_34330-2017_P009,GB_34330-2017,parent,265,5e7979b22a28f9221f11d84626aa253baf5c06afe1c9db95659e00eedc3d88c0
GB_34330-2017_C001,GB_34330-2017,child,108,
GB_34330-2017_C002,GB_34330-2017,child,182,
GB_34330-2017_C003,GB_34330-2017,child,807,
GB_34330-2017_C004,GB_34330-2017,child,716,
GB_34330-2017_C005,GB_34330-2017,child,198,
GB_34330-2017_C006,GB_34330-2017,child,825,
GB_34330-2017_C007,GB_34330-2017,child,894,
GB_34330-2017_C008,GB_34330-2017,child,296,
GB_34330-2017_C009,GB_34330-2017,child,837,
GB_34330-2017_C010,GB_34330-2017,child,889,
GB_34330-2017_C011,GB_34330-2017,child,214,
GB_34330-2017_C012,GB_34330-2017,child,265,
