chunk_id,source_id,chunk_type,content_length,content_sha256
GB_18918-2002_P001,GB_18918-2002,parent,108,191d71774064b1cfc4cffb2646efda20bf69a9a82249368e34b6b0086cf6b64c
GB_18918-2002_P002,GB_18918-2002,parent,429,c0370b20e3ac5f5106301ed6e3eba2db32a0eb3a9e15d6075fb0562ef53d1d0a
GB_18918-2002_P003,GB_18918-2002,parent,1101,5a0b6319a7f23e9a951c9a10f91b3457e41f3d68e7c373eaa7a408d0cb13011c
GB_18918-2002_P004,GB_18918-2002,parent,516,bddbecb9ec9be4420d51da1b6cc9eb0da4270efdca2049eb14466a9099d583dd
GB_18918-2002_P005,GB_18918-2002,parent,919,12f245a9a3dcd1144db05aea936f95099d3772c93b3709ecb32058d289017ea1
GB_18918-2002_P006,GB_18918-2002,parent,670,b280c5d985396f7a761098226ca96660dc7e29643cc9692dcac7a8e5392319f2
GB_18918-2002_P007,GB_18918-2002,parent,795,07c829c5c0166a123ccbec7915da7f373b8c8abcde6d74acc4946e7af64629c5
GB_18918-2002_P008,GB_18918-2002,parent,1109,b1945c549ce39c8bb6938b00d403e2ce58c27957aaa331cf3186313eb3014f6c
GB_18918-2002_P009,GB_18918-2002,parent,1033,3114007654bc994c5b765877088832ebc03a15136708d9c0d348d6d593e8561d
GB_18918-2002_P010,GB_18918-2002,parent,814,383b9d397def529b4829066407a05d1559c9ca24e439cac0d014ec6c59785d84
GB_18918-2002_P011,GB_18918-2002,parent,1848,5e80a0045f9757cff98bd6a3340caf63098d1103f970049fe311ce04c1715eda
GB_18918-2002_P012,GB_18918-2002,parent,1493,6c00df77a8bd5ac208e118dd4b23b24bb9c4b93ff6fb3bc7af5a910840f80e10
GB_18918-2002_P013,GB_18918-2002,parent,735,4579c9abd4101655af93f2b25a52c2c1425033120871e61fd0c12ce84dd6e624
GB_18918-2002_C001,GB_18918-2002,child,108,
GB_18918-2002_C002,GB_18918-2002,child,429,
GB_18918-2002_C003,GB_18918-2002,child,863,
GB_18918-2002_C004,GB_18918-2002,child,388,
GB_18918-2002_C005,GB_18918-2002,child,516,
GB_18918-2002_C006,GB_18918-2002,child,895,
GB_18918-2002_C007,GB_18918-2002,child,174,
GB_18918-2002_C008,GB_18918-2002,child,670,
GB_18918-2002_C009,GB_18918-2002,child,795,
GB_18918-2002_C010,GB_18918-2002,child,881,
GB_18918-2002_C011,GB_18918-2002,child,378,
GB_18918-2002_C012,GB_18918-2002,child,892,
GB_18918-2002_C013,GB_18918-2002,child,291,
GB_18918-2002_C014,GB_18918-2002,child,814,
GB_18918-2002_C015,GB_18918-2002,child,895,
GB_18918-2002_C016,GB_18918-2002,child,899,
GB_18918-2002_C017,GB_18918-2002,child,354,
GB_18918-2002_C018,GB_18918-2002,child,896,
GB_18918-2002_C019,GB_18918-2002,child,747,
GB_18918-2002_C020,GB_18918-2002,child,735,
