question_id,B_rag_context_sha256,D_rag_context_sha256,hash_equal
PL001_V01_Q01,8663c19376176bc25b7301888915711e0e599e9203f2df35722c6a171e51bf67,8663c19376176bc25b7301888915711e0e599e9203f2df35722c6a171e51bf67,True
PL001_EnvQuality_Q01,2efa02505fb0950d65bac3830341b0bbae35c403fb60f697c34a1d9c8b7801d5,2efa02505fb0950d65bac3830341b0bbae35c403fb60f697c34a1d9c8b7801d5,True
PL001_Emission_固体,97d7772337617ff76c990806e13f0d8b7b2f6dc167e00f283e4fd7e30937edd3,97d7772337617ff76c990806e13f0d8b7b2f6dc167e00f283e4fd7e30937edd3,True
PL002_V01_Q01,3527db79c2f39f91070bf37807dd140f7a76527068e0ef3d46798d2684eec231,3527db79c2f39f91070bf37807dd140f7a76527068e0ef3d46798d2684eec231,True
PL002_EnvQuality_Q01,434b1db34a4f72d30d7faeebe881dbd311514a68cf054e5b4399e9ae4b6ab9d1,434b1db34a4f72d30d7faeebe881dbd311514a68cf054e5b4399e9ae4b6ab9d1,True
PL002_Emission_大气,f18007d25e425761cd21f1d3981bbad376d7831a8dd4902c25cd4e67ca802477,f18007d25e425761cd21f1d3981bbad376d7831a8dd4902c25cd4e67ca802477,True
PL002_Emission_噪声,050931a64d3a7d8ee961ad44da41f87e888c062afd1a7ec3915638197727258c,050931a64d3a7d8ee961ad44da41f87e888c062afd1a7ec3915638197727258c,True
PL002_Emission_固体,7fa5b5a92b2d8bae6b80eeda4c95bb4f5c162af355ea5a11fb4e5735e6d1aa76,7fa5b5a92b2d8bae6b80eeda4c95bb4f5c162af355ea5a11fb4e5735e6d1aa76,True
PL003_V01_Q01,0a66529c35486375227ed1d29c09adc0741ec05d211a8b1c3af65fda014adae3,0a66529c35486375227ed1d29c09adc0741ec05d211a8b1c3af65fda014adae3,True
PL003_V01_Q03,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True
PL003_Emission_水污,4011e85e9d755c3f21dcf243da4782e1b351789952dcf0551bae9359e8fc28f9,4011e85e9d755c3f21dcf243da4782e1b351789952dcf0551bae9359e8fc28f9,True
PL003_Emission_噪声,8e124113755e849fb3b6ae36da9674c0515a841e5c76a2cbad64f8c6edbab759,8e124113755e849fb3b6ae36da9674c0515a841e5c76a2cbad64f8c6edbab759,True
PL003_Emission_固体,859640874bfaa2281097d505c04fcecae9700c146e0bcc3eec8b480de91235f7,859640874bfaa2281097d505c04fcecae9700c146e0bcc3eec8b480de91235f7,True
PL004_V01_Q01,381297ec4afad97ffe95f8e9475f5509dc7a48b37dbe5742d350abbdb4825fcf,381297ec4afad97ffe95f8e9475f5509dc7a48b37dbe5742d350abbdb4825fcf,True
PL004_Emission_水污,a8439be014b211dc01fbc3b841b5fe38c92604af8995bf7fa3aa4366c567dfa1,a8439be014b211dc01fbc3b841b5fe38c92604af8995bf7fa3aa4366c567dfa1,True
PL004_Emission_噪声,51b7517dfb183a20078f737473490b8988263bacd365b5e0b7458edd40dbf52a,51b7517dfb183a20078f737473490b8988263bacd365b5e0b7458edd40dbf52a,True
PL004_Emission_固体,43b43265b530e637920402fe0f97aace446650924d14fa26964df18a0611b11a,43b43265b530e637920402fe0f97aace446650924d14fa26964df18a0611b11a,True
PL005_Emission_水污,6a03ed3e21b891830ac7b4e8fddbd389d6fdf76c18e9ac7ddd8db584eabcfaf0,6a03ed3e21b891830ac7b4e8fddbd389d6fdf76c18e9ac7ddd8db584eabcfaf0,True
PL005_Emission_噪声,f050490e61f30007ff98bb809ad0d66ff576d5d009d773c39c2563ac3eedde1f,f050490e61f30007ff98bb809ad0d66ff576d5d009d773c39c2563ac3eedde1f,True
PL005_Emission_固体,1ac4bd463de8c59804d4d054aa9d72cd6c9061cfce025e1768059f6ed7c69518,1ac4bd463de8c59804d4d054aa9d72cd6c9061cfce025e1768059f6ed7c69518,True
PL006_EnvQuality_Q01,190529f864dccb6fa6951a7271fb6f6966b91f3af726e2fddbe9e83045e6a2ec,190529f864dccb6fa6951a7271fb6f6966b91f3af726e2fddbe9e83045e6a2ec,True
